Date,Mineral Composite Index,Return Rate (%),Anomaly Score,Anomaly Grade,Detection Reason
2022-07-05,3272.969651,0.005962615,2,주의,"이동평균 대비 과도한 이탈, 변동성 확대"
2022-07-06,3232.626713,-0.012326096,2,주의,"이동평균 대비 과도한 이탈, 변동성 확대"
2022-07-07,3212.936172,-0.006091189,2,주의,"이동평균 대비 과도한 이탈, 변동성 확대"
2022-07-08,3302.364708,0.027833898,1,주의,등락율 급등락
2022-07-15,3153.782126,-0.014615109,1,주의,RSI 과매도 구간
2022-07-18,3034.994161,-0.037665241,3,경계,"등락율 급등락, 이동평균 대비 과도한 이탈, RSI 과매도 구간"
2022-07-19,3052.453296,0.005752609,1,주의,이동평균 대비 과도한 이탈
2022-07-22,3079.422728,-0.013576234,1,주의,RSI 과매도 구간
2022-08-05,3254.592622,-0.014711675,1,주의,RSI 과매도 구간
2022-08-12,3345.619023,0.014790228,1,주의,MACD 골든크로스
2022-08-16,3289.250839,-0.015036451,1,주의,RSI 과매도 구간
2022-08-22,3232.9519,-0.01347073,1,주의,RSI 과매도 구간
2022-08-31,3240.242484,-0.027952827,2,주의,"등락율 급등락, RSI 과매도 구간"
2022-09-15,3253.945625,-0.01853021,1,주의,RSI 과매도 구간
2022-09-26,3190.137005,-0.013839755,1,주의,RSI 과매도 구간
2022-09-30,3239.847352,0.032639432,1,주의,등락율 급등락
2022-10-04,3156.032674,-0.018598227,1,주의,RSI 과매도 구간
2022-10-31,3075.856858,-0.013596836,1,주의,RSI 과매도 구간
2022-11-01,3005.044921,-0.023021857,2,주의,"RSI 과매도 구간, MACD 데드크로스"
2022-11-07,3114.091725,0.027444728,1,주의,등락율 급등락
2022-11-11,3062.253934,-0.014250243,1,주의,RSI 과매도 구간
2022-11-14,3189.198725,0.041454691,1,주의,등락율 급등락
2022-11-16,3288.904732,0.018680134,2,주의,"이동평균 대비 과도한 이탈, MACD 골든크로스"
2022-12-01,3394.59025,0.011386168,1,주의,이동평균 대비 과도한 이탈
2022-12-05,3413.851574,0.009249954,1,주의,이동평균 대비 과도한 이탈
2022-12-06,3470.509806,0.016596572,1,주의,이동평균 대비 과도한 이탈
2022-12-07,3423.954025,-0.013414681,1,주의,RSI 과매도 구간
2023-01-10,3425.573125,0.005236218,1,주의,MACD 데드크로스
2023-01-17,3482.150432,0.000548178,1,주의,MACD 골든크로스
2023-01-26,3374.767172,-0.014199143,1,주의,RSI 과매도 구간
2023-01-30,3404.278456,0.007697865,1,주의,MACD 데드크로스
2023-02-01,3341.68086,-0.01783937,1,주의,RSI 과매도 구간
2023-02-03,3309.668746,-0.013865944,1,주의,RSI 과매도 구간
2023-02-10,3171.418114,-0.026867699,3,경계,"등락율 급등락, 이동평균 대비 과도한 이탈, RSI 과매도 구간"
2023-02-14,3154.430853,-0.014678258,2,주의,"이동평균 대비 과도한 이탈, RSI 과매도 구간"
2023-02-15,3146.942087,-0.002374047,1,주의,이동평균 대비 과도한 이탈
2023-02-16,3141.207465,-0.001822284,1,주의,이동평균 대비 과도한 이탈
2023-02-17,3119.112573,-0.007033885,1,주의,이동평균 대비 과도한 이탈
2023-02-22,3238.55413,0.030854545,1,주의,등락율 급등락
2023-02-27,3182.500574,-0.013759833,1,주의,RSI 과매도 구간
2023-03-07,3127.147765,-0.016424444,1,주의,RSI 과매도 구간
2023-03-16,3051.511564,-0.019647065,1,주의,RSI 과매도 구간
2023-04-05,3142.26319,-0.018358261,1,주의,RSI 과매도 구간
2023-04-07,3033.213622,-0.023391092,1,주의,RSI 과매도 구간
2023-04-24,2943.652737,-0.017125132,1,주의,RSI 과매도 구간
2023-04-25,2901.081726,-0.014461968,1,주의,RSI 과매도 구간
2023-04-26,2871.242884,-0.010285419,1,주의,이동평균 대비 과도한 이탈
2023-04-28,2849.917322,-0.005708357,1,주의,이동평균 대비 과도한 이탈
2023-05-05,2794.247344,-0.01826353,1,주의,RSI 과매도 구간
2023-05-08,2772.106922,-0.007923572,1,주의,이동평균 대비 과도한 이탈
2023-05-11,2778.13874,-0.014350887,1,주의,RSI 과매도 구간
2023-05-12,2728.276167,-0.017948194,2,주의,"이동평균 대비 과도한 이탈, RSI 과매도 구간"
2023-05-24,2695.04781,-0.016264678,1,주의,RSI 과매도 구간
2023-05-25,2646.000354,-0.018199104,1,주의,RSI 과매도 구간
2023-05-26,2611.3023,-0.013113397,1,주의,이동평균 대비 과도한 이탈
2023-06-14,2735.966722,0.002192471,1,주의,MACD 골든크로스
2023-06-26,2755.276923,-0.013396438,1,주의,RSI 과매도 구간
2023-07-24,2801.444829,-0.013900913,1,주의,RSI 과매도 구간
2023-07-26,2896.331807,0.032861868,1,주의,등락율 급등락
2023-07-28,2851.621871,-0.016411478,1,주의,RSI 과매도 구간
2023-07-31,2807.702155,-0.015401662,1,주의,RSI 과매도 구간
2023-09-22,2844.503223,-0.015624517,1,주의,RSI 과매도 구간
2023-10-04,2783.050996,-0.015667797,1,주의,RSI 과매도 구간
2023-10-11,2738.1825,-0.006860894,1,주의,MACD 데드크로스
2023-11-01,2726.752232,-0.014578918,1,주의,RSI 과매도 구간
2023-11-21,2761.528827,0.000791371,1,주의,MACD 골든크로스
2023-12-06,2723.894954,-0.013492171,1,주의,RSI 과매도 구간
2023-12-14,2721.03497,-0.005486294,1,주의,MACD 데드크로스
2024-02-20,2652.14169,-0.004876081,1,주의,MACD 골든크로스
2024-04-08,2707.200462,0.001438997,1,주의,MACD 데드크로스
2024-04-11,2772.734806,0.010748846,1,주의,MACD 골든크로스
2024-04-16,2841.79547,0.011567698,1,주의,이동평균 대비 과도한 이탈
2024-04-18,2875.646299,0.014810528,1,주의,이동평균 대비 과도한 이탈
2024-04-19,2922.887728,0.016428108,1,주의,이동평균 대비 과도한 이탈
2024-04-22,2946.20973,0.007979096,1,주의,이동평균 대비 과도한 이탈
2024-04-23,2929.47753,-0.005679229,1,주의,이동평균 대비 과도한 이탈
2024-04-24,2886.010511,-0.014837806,1,주의,RSI 과매도 구간
